IDENTIFICACION,PRIORIDAD_ELECCION_CARRERA,OFA_ID,ANTECEDENTE_ACADEMICO,EVALUACION_CAPACIDAD,CONDICION_SOCIOECONOMICA_POBREZA,RURALIDAD,TERRITORIALIDAD,PUEBLO_NACIONALIDAD,PERSONA_CON_DISCAPACIDAD,BENEFICIARIO_BONO_JOAQUIN,VICTIMA_VIOLENCIA_GENERO,MIGRANTE_RETORNADO,HIJO_VICTIMA_FEMICIDIO,ENFERMEDAD_CATASTROFICA,ACOGIMIENTO_INSTITUCIONAL,MERITO_ACADEMICO,OTROS_RECONOCIMIENTOS,BACHILLER_CURSO_ACTUAL
2665,4,3013,774,774,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2666,1,3026,744,744,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2666,2,3043,744,744,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2666,3,3038,744,744,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2666,4,3013,744,744,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2667,1,3036,890,890,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2667,2,3045,890,890,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2667,3,3003,890,890,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2667,4,3001,890,890,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2668,1,3030,912,912,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2668,2,3006,912,912,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2668,3,3043,912,912,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2668,4,3010,912,912,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2669,1,3024,887,887,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2669,2,3010,887,887,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2669,3,3035,887,887,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2669,4,3005,887,887,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2670,1,3001,848,848,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2670,2,3004,848,848,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2670,3,3051,848,848,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2670,4,3007,848,848,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2671,1,3043,873,873,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2671,2,3005,873,873,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2671,3,3034,873,873,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2671,4,3030,873,873,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2672,1,3051,773,773,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2672,2,3045,773,773,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2672,3,3039,773,773,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2672,4,3017,773,773,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2673,1,3016,782,782,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2673,2,3051,782,782,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2673,3,3039,782,782,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2673,4,3037,782,782,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2674,1,3010,963,963,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2674,2,3004,963,963,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2674,3,3051,963,963,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2674,4,3013,963,963,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2675,1,3026,849,849,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2675,2,3005,849,849,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2675,3,3046,849,849,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2675,4,3001,849,849,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2676,1,3046,626,626,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2676,2,3007,626,626,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2676,3,3048,626,626,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2676,4,3045,626,626,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2677,1,3008,918,918,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2677,2,3037,918,918,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2677,3,3013,918,918,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2677,4,3010,918,918,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2678,1,3046,795,795,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2678,2,3017,795,795,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2678,3,3009,795,795,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2678,4,3014,795,795,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2679,1,3047,719,719,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2679,2,3017,719,719,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2679,3,3051,719,719,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2679,4,3006,719,719,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2680,1,3010,840,840,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2680,2,3046,840,840,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2680,3,3017,840,840,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2680,4,3001,840,840,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2681,1,3012,903,903,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2681,2,3038,903,903,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2681,3,3045,903,903,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2681,4,3006,903,903,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2682,1,3005,928,928,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2682,2,3049,928,928,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2682,3,3045,928,928,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2682,4,3038,928,928,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2683,1,3045,956,956,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2683,2,3023,956,956,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2683,3,3017,956,956,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2683,4,3010,956,956,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2684,1,3045,734,734,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2684,2,3020,734,734,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2684,3,3054,734,734,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2684,4,3014,734,734,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2685,1,3049,600,600,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2685,2,3011,600,600,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2685,3,3045,600,600,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2685,4,3017,600,600,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2686,1,3049,935,935,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2686,2,3028,935,935,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2686,3,3045,935,935,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2686,4,3030,935,935,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2687,1,3010,772,772,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2687,2,3022,772,772,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2687,3,3045,772,772,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2687,4,3037,772,772,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2688,1,3043,983,983,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2688,2,3012,983,983,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2688,3,3033,983,983,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2688,4,3004,983,983,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2689,1,3046,856,856,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2689,2,3054,856,856,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2689,3,3018,856,856,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2689,4,3001,856,856,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2690,1,3009,948,948,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2690,2,3042,948,948,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2690,3,3040,948,948,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2690,4,3045,948,948,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2691,1,3012,954,954,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2691,2,3045,954,954,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2691,3,3043,954,954,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2691,4,3013,954,954,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2692,1,3035,959,959,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2692,2,3007,959,959,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2692,3,3029,959,959,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2692,4,3048,959,959,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2693,1,3021,944,944,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2693,2,3046,944,944,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2693,3,3038,944,944,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2693,4,3010,944,944,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2694,1,3037,955,955,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2694,2,3034,955,955,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2694,3,3017,955,955,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2694,4,3006,955,955,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2695,1,3020,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2695,2,3005,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2695,3,3014,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2695,4,3049,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2696,1,3017,937,937,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2696,2,3045,937,937,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2696,3,3035,937,937,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2696,4,3043,937,937,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2697,1,3012,820,820,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2697,2,3051,820,820,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2697,3,3035,820,820,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2697,4,3046,820,820,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2698,1,3017,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2698,2,3005,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2698,3,3043,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2698,4,3001,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2699,1,3031,962,962,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2699,2,3010,962,962,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2699,3,3041,962,962,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2699,4,3054,962,962,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2700,1,3030,789,789,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2700,2,3046,789,789,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2700,3,3034,789,789,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2700,4,3050,789,789,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2701,1,3048,947,947,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2701,2,3045,947,947,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2701,3,3013,947,947,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2701,4,3035,947,947,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2702,1,3010,876,876,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2702,2,3027,876,876,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2702,3,3034,876,876,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2702,4,3046,876,876,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2703,1,3048,934,934,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2703,2,3020,934,934,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2703,3,3001,934,934,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2703,4,3046,934,934,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2704,1,3010,916,916,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2704,2,3041,916,916,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2704,3,3001,916,916,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2704,4,3017,916,916,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2705,1,3054,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2705,2,3005,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2705,3,3022,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2705,4,3013,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2706,1,3048,892,892,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2706,2,3047,892,892,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2706,3,3010,892,892,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2706,4,3005,892,892,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2707,1,3041,728,728,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2707,2,3013,728,728,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2707,3,3043,728,728,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2707,4,3001,728,728,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2708,1,3006,896,896,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2708,2,3043,896,896,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2708,3,3010,896,896,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2708,4,3046,896,896,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2709,1,3005,965,965,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2709,2,3010,965,965,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2709,3,3056,965,965,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2709,4,3024,965,965,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2710,1,3043,979,979,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2710,2,3010,979,979,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2710,3,3040,979,979,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2710,4,3044,979,979,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2711,1,3013,911,911,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2711,2,3046,911,911,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2711,3,3039,911,911,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2711,4,3017,911,911,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2712,1,3036,710,710,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2712,2,3037,710,710,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2712,3,3008,710,710,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2712,4,3017,710,710,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2713,1,3013,719,719,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2713,2,3017,719,719,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2713,3,3045,719,719,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2713,4,3033,719,719,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2714,1,3051,716,716,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2714,2,3012,716,716,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2714,3,3020,716,716,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2714,4,3045,716,716,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2715,1,3035,803,803,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2715,2,3005,803,803,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2715,3,3017,803,803,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2715,4,3013,803,803,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2716,1,3056,952,952,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2716,2,3013,952,952,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2716,3,3048,952,952,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2716,4,3043,952,952,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2717,1,3013,695,695,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2717,2,3035,695,695,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2717,3,3046,695,695,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2717,4,3048,695,695,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2718,1,3008,661,661,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2718,2,3013,661,661,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2718,3,3003,661,661,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2718,4,3041,661,661,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2719,1,3046,951,951,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2719,2,3017,951,951,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2719,3,3045,951,951,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2719,4,3041,951,951,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2720,1,3017,840,840,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2720,2,3007,840,840,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2720,3,3043,840,840,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2720,4,3046,840,840,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2721,1,3043,921,921,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2721,2,3001,921,921,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2721,3,3010,921,921,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2721,4,3005,921,921,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2722,1,3037,770,770,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2722,2,3045,770,770,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2722,3,3005,770,770,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2722,4,3046,770,770,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2723,1,3036,732,732,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2723,2,3043,732,732,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2723,3,3053,732,732,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2723,4,3005,732,732,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2724,1,3048,921,921,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2724,2,3006,921,921,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2724,3,3017,921,921,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2724,4,3046,921,921,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2725,1,3049,747,747,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2725,2,3034,747,747,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2725,3,3038,747,747,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2725,4,3043,747,747,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2726,1,3046,724,724,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2726,2,3006,724,724,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2726,3,3045,724,724,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2726,4,3033,724,724,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2727,1,3028,664,664,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2727,2,3022,664,664,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2727,3,3034,664,664,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2727,4,3051,664,664,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2728,1,3035,827,827,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2728,2,3051,827,827,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2728,3,3010,827,827,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
2728,4,3043,827,827,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
